#,No. expediente,Parte actora,Parte demandada,Parte notificada,Fecha de  publicación,Síntesis,Sala,Magistrado,Secretario,Expediente
22,7927/23-07-01-6,"MONARCA BERRIES, S. DE R.L. DE C.V.","Administradora Desconcentrada de Auditoría Fiscal de Jalisco ""3"", del Servicio de Administración Tributaria","Administradora Desconcentrada de Auditoría Fiscal de Jalisco ""3"", del Servicio de Administración Tributaria",20-05-2024,"Por lo expuesto, y con fundamento en lo previsto por los artículos 49, 50 y 52, fracción I, de la Ley Federal de Procedimiento Contencioso Administrativo, se resuelve:I. La actora no acreditó los extremos de su pretensión, en consecuencia;II. Se reconoce la validez de la resolución impugnada señalada en el resultando primero del presente fallo. III. NOTIFÍQUESE POR MEDIO DE BOLETÍN JURISDICCIONAL A LAS PARTES, PREVIO AVISO ELECTRÓNICO.",PRIMERA SALA REGIONAL DE OCCIDENTE,AARÓN MARINO ÁLVAREZ MONTIEL,MARTHA ELIZABETH JAIME TELLEZ,7927/23-07-01-6
23,7927/23-07-01-6,"MONARCA BERRIES, S. DE R.L. DE C.V.","Administradora Desconcentrada de Auditoría Fiscal de Jalisco ""3"", del Servicio de Administración Tributaria","MONARCA BERRIES, S. DE R.L. DE C.V.",20-05-2024,"Por lo expuesto, y con fundamento en lo previsto por los artículos 49, 50 y 52, fracción I, de la Ley Federal de Procedimiento Contencioso Administrativo, se resuelve:I. La actora no acreditó los extremos de su pretensión, en consecuencia;II. Se reconoce la validez de la resolución impugnada señalada en el resultando primero del presente fallo. III. NOTIFÍQUESE POR MEDIO DE BOLETÍN JURISDICCIONAL A LAS PARTES, PREVIO AVISO ELECTRÓNICO.",PRIMERA SALA REGIONAL DE OCCIDENTE,AARÓN MARINO ÁLVAREZ MONTIEL,MARTHA ELIZABETH JAIME TELLEZ,7927/23-07-01-6
24,7927/23-07-01-6,"MONARCA BERRIES, S. DE R.L. DE C.V.","Administradora Desconcentrada de Auditoría Fiscal de Jalisco ""3"", del Servicio de Administración Tributaria","Administradora Desconcentrada de Auditoría Fiscal de Jalisco ""3"", del Servicio de Administración Tributaria",14-03-2024,"Se da cuenta con el oficio presentado el 04/03/2024, por la autoridad demandada. Visto y analizado su contenido SE TIENE POR CONTESTADA LA DEMANDA. Se tienen por admitidas las pruebas ofrecidas; por señalado como domicilio para oír y recibir notificaciones el mencionado, por señalada la dirección de correo electrónico referido y por designados a sus delegados. Se ordena dar vista a la parte actora para los efectos legales correspondientes. En relación con el proveído de ________________, tanto la parte actora como la autoridad demandada manifiestan su oposición a la publicación de sus datos personales, en consecuencia se tiene por formulada su oposición para que dichos datos personales sean publicados.",PRIMERA SALA REGIONAL DE OCCIDENTE,AARÓN MARINO ÁLVAREZ MONTIEL,MARTHA ELIZABETH JAIME TELLEZ,7927/23-07-01-6
25,7927/23-07-01-6,"MONARCA BERRIES, S. DE R.L. DE C.V.","Administradora Desconcentrada de Auditoría Fiscal de Jalisco ""3"", del Servicio de Administración Tributaria","MONARCA BERRIES, S. DE R.L. DE C.V.",14-03-2024,"Se da cuenta con el oficio presentado el 04/03/2024, por la autoridad demandada. Visto y analizado su contenido SE TIENE POR CONTESTADA LA DEMANDA. Se tienen por admitidas las pruebas ofrecidas; por señalado como domicilio para oír y recibir notificaciones el mencionado, por señalada la dirección de correo electrónico referido y por designados a sus delegados. Se ordena dar vista a la parte actora para los efectos legales correspondientes. En relación con el proveído de ________________, tanto la parte actora como la autoridad demandada manifiestan su oposición a la publicación de sus datos personales, en consecuencia se tiene por formulada su oposición para que dichos datos personales sean publicados.",PRIMERA SALA REGIONAL DE OCCIDENTE,AARÓN MARINO ÁLVAREZ MONTIEL,MARTHA ELIZABETH JAIME TELLEZ,7927/23-07-01-6
26,7927/23-07-01-6,"MONARCA BERRIES, S. DE R.L. DE C.V.","Administradora Desconcentrada de Auditoría Fiscal de Jalisco ""3"", del Servicio de Administración Tributaria","Administradora Desconcentrada de Auditoría Fiscal de Jalisco ""3"", del Servicio de Administración Tributaria",17-01-2024,"Se da cuenta con la promoción presentada el 14/12/2023 en nombre y representación de la persona moral indicada, personalidad reconocida por este Tribunal. SE ADMITE a trámite la demanda.",PRIMERA SALA REGIONAL DE OCCIDENTE,JAIME MARTÍNEZ MACÍAS,MARTHA ELIZABETH JAIME TELLEZ,7927/23-07-01-6
27,7927/23-07-01-6,"MONARCA BERRIES, S. DE R.L. DE C.V.","Administradora Desconcentrada de Auditoría Fiscal de Jalisco ""3"", del Servicio de Administración Tributaria","MONARCA BERRIES, S. DE R.L. DE C.V.",17-01-2024,"Se da cuenta con la promoción presentada el 14/12/2023 en nombre y representación de la persona moral indicada, personalidad reconocida por este Tribunal. SE ADMITE a trámite la demanda.",PRIMERA SALA REGIONAL DE OCCIDENTE,JAIME MARTÍNEZ MACÍAS,MARTHA ELIZABETH JAIME TELLEZ,7927/23-07-01-6
1,1169/24-07-01-4,"MONARCA BERRIES, S. DE R.L. DE C.V.","Administradora Desconcentrada de Auditoría Fiscal de Jalisco ""3""","MONARCA BERRIES, S. DE R.L. DE C.V.",25-11-2024,"Se da cuenta con el oficio ingresado en la Oficialía de Partes de este Tribunal el 13/11/2024, al través del cual el Actuario Judicial del Sexto Tribunal Colegiado en Materia Administrativa del Tercer Circuito, informa el contenido del auto dictado el 12/11/2024, en el que informa la radicación del recurso de revisión interpuesto por la demandada",PRIMERA SALA REGIONAL DE OCCIDENTE,MANUEL EDUARDO MENDOZA JIMENEZ,YAZMÍN RODRÍGUEZ AGUILAR,1169/24-07-01-4
2,1169/24-07-01-4,"MONARCA BERRIES, S. DE R.L. DE C.V.","Administradora Desconcentrada de Auditoría Fiscal de Jalisco ""3""","Administradora Desconcentrada de Auditoría Fiscal de Jalisco ""3""",25-11-2024,"Se da cuenta con el oficio ingresado en la Oficialía de Partes de este Tribunal el 13/11/2024, al través del cual el Actuario Judicial del Sexto Tribunal Colegiado en Materia Administrativa del Tercer Circuito, informa el contenido del auto dictado el 12/11/2024, en el que informa la radicación del recurso de revisión interpuesto por la demandada",PRIMERA SALA REGIONAL DE OCCIDENTE,MANUEL EDUARDO MENDOZA JIMENEZ,YAZMÍN RODRÍGUEZ AGUILAR,1169/24-07-01-4
3,1169/24-07-01-4,"MONARCA BERRIES, S. DE R.L. DE C.V.","Administradora Desconcentrada de Auditoría Fiscal de Jalisco ""3""","Administradora Desconcentrada de Auditoría Fiscal de Jalisco ""3""",06-08-2024,"Se da cuenta con el oficio ingresado en la Oficialía de Partes Común para las Salas Regionales del Tribunal Federal de Justicia Administrativa el día 9/7/2024 por el que la autoridad demandada, interpone RECURSO DE REVISIÓN en contra de la sentencia de 31/5/2024 emitida por esta Sala en el presente juicio. Instrúyase a la C. Actuaria adscrita a esta Sala para correr traslado con copia simple del recurso de revisión a la parte actora para que ocurra al Tribunal Colegiado en Materia Administrativa del Tercer Circuito en Turno, a manifestar lo que a su derecho convenga, remítanse el original del propio recurso y los autos del juicio en que se actúa al Tribunal de referencia, para los efectos legales correspondientes",PRIMERA SALA REGIONAL DE OCCIDENTE,EDGARD APOLONIO SANDOVAL BERBER,YAZMÍN RODRÍGUEZ AGUILAR,1169/24-07-01-4
4,1169/24-07-01-4,"MONARCA BERRIES, S. DE R.L. DE C.V.","Administradora Desconcentrada de Auditoría Fiscal de Jalisco ""3""","MONARCA BERRIES, S. DE R.L. DE C.V.",13-06-2024,"I.- La parte actora acreditó los extremos de su pretensión, en consecuencia;II.- Se declara la nulidad de la resolución impugnada señalada en el Resultando Primero de presente fallo. III.- Se reconoce a la parte actora, el derecho subjetivo de obtener en devolución la cantidad de $1'157,249.81, por noviembre de 2018, del impuesto al valor agregado pagado en forma indebida, con actualización y pago de intereses, en términos de los artículos17-A, 22 y 22-A del Código Fiscal de la Federación.IV.- Se condena a la autoridad demandada para que en el plazo de cuatro meses, devuelva a la actora el importe de $1'157,249.81, del impuesto al valor agregado pagado indebidamente, el cual deberá devolverse actualizado, conforme al artículo 17-A y 22 del Código Fiscal de la Federación; asimismo, deberá pagar los intereses generados a cargo del fisco federal, que correspondan en términos de lo previsto por el artículo 22-A, del citado ordenamiento legal.V.- NOTIFÍQUESE.",PRIMERA SALA REGIONAL DE OCCIDENTE,EDGARD APOLONIO SANDOVAL BERBER,YAZMÍN RODRÍGUEZ AGUILAR,1169/24-07-01-4
5,1169/24-07-01-4,"MONARCA BERRIES, S. DE R.L. DE C.V.","Administradora Desconcentrada de Auditoría Fiscal de Jalisco ""3""","Administradora Desconcentrada de Auditoría Fiscal de Jalisco ""3""",13-06-2024,"I.- La parte actora acreditó los extremos de su pretensión, en consecuencia;II.- Se declara la nulidad de la resolución impugnada señalada en el Resultando Primero de presente fallo. III.- Se reconoce a la parte actora, el derecho subjetivo de obtener en devolución la cantidad de $1'157,249.81, por noviembre de 2018, del impuesto al valor agregado pagado en forma indebida, con actualización y pago de intereses, en términos de los artículos17-A, 22 y 22-A del Código Fiscal de la Federación.IV.- Se condena a la autoridad demandada para que en el plazo de cuatro meses, devuelva a la actora el importe de $1'157,249.81, del impuesto al valor agregado pagado indebidamente, el cual deberá devolverse actualizado, conforme al artículo 17-A y 22 del Código Fiscal de la Federación; asimismo, deberá pagar los intereses generados a cargo del fisco federal, que correspondan en términos de lo previsto por el artículo 22-A, del citado ordenamiento legal.V.- NOTIFÍQUESE.",PRIMERA SALA REGIONAL DE OCCIDENTE,EDGARD APOLONIO SANDOVAL BERBER,YAZMÍN RODRÍGUEZ AGUILAR,1169/24-07-01-4
6,1169/24-07-01-4,"MONARCA BERRIES, S. DE R.L. DE C.V.","Administradora Desconcentrada de Auditoría Fiscal de Jalisco ""3""","MONARCA BERRIES, S. DE R.L. DE C.V.",13-06-2024,"Se da cuenta con el oficio ingresado en la oficialía de partes común de este Tribunal el 14/5/2024, por el que la parte demandada formula alegatos de conformidad con el artículo 47 de la Ley Federal de Procedimiento Contencioso Administrativo.- Dígase a la promovente que sus alegatos serán tomados en cuenta en el momento procesal oportuno",PRIMERA SALA REGIONAL DE OCCIDENTE,EDGARD APOLONIO SANDOVAL BERBER,YAZMÍN RODRÍGUEZ AGUILAR,1169/24-07-01-4
7,1169/24-07-01-4,"MONARCA BERRIES, S. DE R.L. DE C.V.","Administradora Desconcentrada de Auditoría Fiscal de Jalisco ""3""","Administradora Desconcentrada de Auditoría Fiscal de Jalisco ""3""",13-06-2024,"Se da cuenta con el oficio ingresado en la oficialía de partes común de este Tribunal el 14/5/2024, por el que la parte demandada formula alegatos de conformidad con el artículo 47 de la Ley Federal de Procedimiento Contencioso Administrativo.- Dígase a la promovente que sus alegatos serán tomados en cuenta en el momento procesal oportuno",PRIMERA SALA REGIONAL DE OCCIDENTE,EDGARD APOLONIO SANDOVAL BERBER,YAZMÍN RODRÍGUEZ AGUILAR,1169/24-07-01-4
8,1169/24-07-01-4,"MONARCA BERRIES, S. DE R.L. DE C.V.","Administradora Desconcentrada de Auditoría Fiscal de Jalisco ""3""","MONARCA BERRIES, S. DE R.L. DE C.V.",08-05-2024,"Se da cuenta con el oficio presentado el 24/4/2024, por la autoridad demandada. Visto y analizado su contenido SE TIENE POR CONTESTADA LA DEMANDA. Se tienen por admitidas las pruebas ofrecidas, por señalados como delegados a las personas designadas para tal efecto y como domicilio para oír y recibir notificaciones el señalado. Se cumple requerimiento del expediente administrativo y se pone a disposición de las partes para su consulta. Se ordena dar vista a la parte actora para los efectos legales correspondientes. Se concede termino para formular alegatos",PRIMERA SALA REGIONAL DE OCCIDENTE,EDGARD APOLONIO SANDOVAL BERBER,GILDARDO TORRES MUNGUIA,1169/24-07-01-4
9,1169/24-07-01-4,"MONARCA BERRIES, S. DE R.L. DE C.V.","Administradora Desconcentrada de Auditoría Fiscal de Jalisco ""3""","Administradora Desconcentrada de Auditoría Fiscal de Jalisco ""3""",08-05-2024,"Se da cuenta con el oficio presentado el 24/4/2024, por la autoridad demandada. Visto y analizado su contenido SE TIENE POR CONTESTADA LA DEMANDA. Se tienen por admitidas las pruebas ofrecidas, por señalados como delegados a las personas designadas para tal efecto y como domicilio para oír y recibir notificaciones el señalado. Se cumple requerimiento del expediente administrativo y se pone a disposición de las partes para su consulta. Se ordena dar vista a la parte actora para los efectos legales correspondientes. Se concede termino para formular alegatos",PRIMERA SALA REGIONAL DE OCCIDENTE,EDGARD APOLONIO SANDOVAL BERBER,GILDARDO TORRES MUNGUIA,1169/24-07-01-4
10,1169/24-07-01-4,"MONARCA BERRIES, S. DE R.L. DE C.V.","Administradora Desconcentrada de Auditoría Fiscal de Jalisco ""3""","MONARCA BERRIES, S. DE R.L. DE C.V.",04-03-2024,"Se comunica a las partes que, mediante Acuerdo G/JGA/20/2022, emitido por la Junta de Gobierno y Administración de este Tribunal dictado el 2 de junio de 2022, se aprobó que el Licenciado Edgard Apolonio Sandoval Berber, Primer Secretario de Acuerdos adscrito a la Primera Ponencia de la Primera Sala Regional de Occidente, supla la falta de Magistrado en la Ponencia de su adscripción.",PRIMERA SALA REGIONAL DE OCCIDENTE,EDGARD APOLONIO SANDOVAL BERBER,GILDARDO TORRES MUNGUIA,1169/24-07-01-4
11,1169/24-07-01-4,"MONARCA BERRIES, S. DE R.L. DE C.V.","Administradora Desconcentrada de Auditoría Fiscal de Jalisco ""3""","Administradora Desconcentrada de Auditoría Fiscal de Jalisco ""3""",04-03-2024,"Se comunica a las partes que, mediante Acuerdo G/JGA/20/2022, emitido por la Junta de Gobierno y Administración de este Tribunal dictado el 2 de junio de 2022, se aprobó que el Licenciado Edgard Apolonio Sandoval Berber, Primer Secretario de Acuerdos adscrito a la Primera Ponencia de la Primera Sala Regional de Occidente, supla la falta de Magistrado en la Ponencia de su adscripción.",PRIMERA SALA REGIONAL DE OCCIDENTE,EDGARD APOLONIO SANDOVAL BERBER,GILDARDO TORRES MUNGUIA,1169/24-07-01-4
12,1169/24-07-01-4,"MONARCA BERRIES, S. DE R.L. DE C.V.","Administradora Desconcentrada de Auditoría Fiscal de Jalisco ""3""","MONARCA BERRIES, S. DE R.L. DE C.V.",04-03-2024,"Se da cuenta con la promoción presentada el 10/10/2023. Por propio derecho. SE ADMITE la demanda. Emplácese a la autoridad demandada para que produzca su contestación en el término legal. Se tienen por admitidas las pruebas ofrecidas, por domicilio y correo electrónico los señalados y por autorizados para oír y recibir notificaciones a las personas que menciona para tal efecto, conforme al artículo 5º de la Ley Federal de Procedimiento Contencioso Administrativo. Se previene a las partes para que ejerzan su derecho a oponerse a la publicación de sus datos personales, de lo contrario se estará a lo dispuesto en la Ley aplicable.",PRIMERA SALA REGIONAL DE OCCIDENTE,EDGARD APOLONIO SANDOVAL BERBER,GILDARDO TORRES MUNGUIA,1169/24-07-01-4
13,1169/24-07-01-4,"MONARCA BERRIES, S. DE R.L. DE C.V.","Administradora Desconcentrada de Auditoría Fiscal de Jalisco ""3""","Administradora Desconcentrada de Auditoría Fiscal de Jalisco ""3""",04-03-2024,"Se da cuenta con la promoción presentada el 10/10/2023. Por propio derecho. SE ADMITE la demanda. Emplácese a la autoridad demandada para que produzca su contestación en el término legal. Se tienen por admitidas las pruebas ofrecidas, por domicilio y correo electrónico los señalados y por autorizados para oír y recibir notificaciones a las personas que menciona para tal efecto, conforme al artículo 5º de la Ley Federal de Procedimiento Contencioso Administrativo. Se previene a las partes para que ejerzan su derecho a oponerse a la publicación de sus datos personales, de lo contrario se estará a lo dispuesto en la Ley aplicable.",PRIMERA SALA REGIONAL DE OCCIDENTE,EDGARD APOLONIO SANDOVAL BERBER,GILDARDO TORRES MUNGUIA,1169/24-07-01-4
1,1168/24-07-02-8,"MONARCA BERRIES, S. DE R.L. DE C.V.",LA ADMINISTRACION DESCONCENTRADA DE AUDITORIA FISCAL DE JALISCO 3 DEL SERVICIO DE ADMINISTRACIÓN TRIBUTARIA,LA ADMINISTRACION DESCONCENTRADA DE AUDITORIA FISCAL DE JALISCO 3 DEL SERVICIO DE ADMINISTRACIÓN TRIBUTARIA,15-08-2024,Se tiene a la autoridad demandada interponiendo recurso de revisión fiscal en contra de la sentencia emitida en el presente juicio. Se ordena remitir el recurso al Tribunal Colegiado en Materia Administrativa del Tercer Circuito en turno.,SEGUNDA SALA REGIONAL DE OCCIDENTE,FABIOLA MONTES VEGA,JORGE ANTONIO MARTÍNEZ PEREZ,1168/24-07-02-8
2,1168/24-07-02-8,"MONARCA BERRIES, S. DE R.L. DE C.V.",LA ADMINISTRACION DESCONCENTRADA DE AUDITORIA FISCAL DE JALISCO 3 DEL SERVICIO DE ADMINISTRACIÓN TRIBUTARIA,"MONARCA BERRIES, S. DE R.L. DE C.V.",15-08-2024,SE TIENE A LA AUTORIDAD DEMANDADA FORMULANDO ALEGATOS EN EL PRESENTE JUICIO.,SEGUNDA SALA REGIONAL DE OCCIDENTE,FABIOLA MONTES VEGA,JORGE ANTONIO MARTÍNEZ PEREZ,1168/24-07-02-8
3,1168/24-07-02-8,"MONARCA BERRIES, S. DE R.L. DE C.V.",LA ADMINISTRACION DESCONCENTRADA DE AUDITORIA FISCAL DE JALISCO 3 DEL SERVICIO DE ADMINISTRACIÓN TRIBUTARIA,LA ADMINISTRACION DESCONCENTRADA DE AUDITORIA FISCAL DE JALISCO 3 DEL SERVICIO DE ADMINISTRACIÓN TRIBUTARIA,15-08-2024,SE TIENE A LA AUTORIDAD DEMANDADA FORMULANDO ALEGATOS EN EL PRESENTE JUICIO.,SEGUNDA SALA REGIONAL DE OCCIDENTE,FABIOLA MONTES VEGA,JORGE ANTONIO MARTÍNEZ PEREZ,1168/24-07-02-8
4,1168/24-07-02-8,"MONARCA BERRIES, S. DE R.L. DE C.V.",LA ADMINISTRACION DESCONCENTRADA DE AUDITORIA FISCAL DE JALISCO 3 DEL SERVICIO DE ADMINISTRACIÓN TRIBUTARIA,"MONARCA BERRIES, S. DE R.L. DE C.V.",10-06-2024,"I. La parte actora acreditó los extremos de su acción, en consecuencia:II. Se declara la nulidad de la resolución impugnada, descrita en el resultando primero de esta sentencia, para los efectos precisados en el último considerando.III.- Se reconoce el derecho de la actora a obtener la devolución del pago indebido solicitado y se condena a la autoridad demandada a realizar dicha devolución.",SEGUNDA SALA REGIONAL DE OCCIDENTE,FABIOLA MONTES VEGA,JORGE ANTONIO MARTÍNEZ PEREZ,1168/24-07-02-8
5,1168/24-07-02-8,"MONARCA BERRIES, S. DE R.L. DE C.V.",LA ADMINISTRACION DESCONCENTRADA DE AUDITORIA FISCAL DE JALISCO 3 DEL SERVICIO DE ADMINISTRACIÓN TRIBUTARIA,LA ADMINISTRACION DESCONCENTRADA DE AUDITORIA FISCAL DE JALISCO 3 DEL SERVICIO DE ADMINISTRACIÓN TRIBUTARIA,10-06-2024,"I. La parte actora acreditó los extremos de su acción, en consecuencia:II. Se declara la nulidad de la resolución impugnada, descrita en el resultando primero de esta sentencia, para los efectos precisados en el último considerando.III.- Se reconoce el derecho de la actora a obtener la devolución del pago indebido solicitado y se condena a la autoridad demandada a realizar dicha devolución.",SEGUNDA SALA REGIONAL DE OCCIDENTE,FABIOLA MONTES VEGA,JORGE ANTONIO MARTÍNEZ PEREZ,1168/24-07-02-8
6,1168/24-07-02-8,"MONARCA BERRIES, S. DE R.L. DE C.V.",LA ADMINISTRACION DESCONCENTRADA DE AUDITORIA FISCAL DE JALISCO 3 DEL SERVICIO DE ADMINISTRACIÓN TRIBUTARIA,"MONARCA BERRIES, S. DE R.L. DE C.V.",09-05-2024,"SE TIENE POR CONTESTADA LA DEMANDA. SE ADMITEN PRUEBAS. EXHIBE EXPEDIENTE ADMINISTRATIVO. SE TIENE SEÑALANDO DOMICILIO Y DIRECCIÓN DE CORREO ELECTRÓNICO, ASÍ COMO DELEGADOS. SE ORDENA CORRER TRASLADO A LA PARTE ACTORA. SE CONCEDE A LAS PARTES EL TÉRMINO DE LEY PARA FORMULAR ALEGATOS.",SEGUNDA SALA REGIONAL DE OCCIDENTE,FABIOLA MONTES VEGA,JORGE ANTONIO MARTÍNEZ PEREZ,1168/24-07-02-8
7,1168/24-07-02-8,"MONARCA BERRIES, S. DE R.L. DE C.V.",LA ADMINISTRACION DESCONCENTRADA DE AUDITORIA FISCAL DE JALISCO 3 DEL SERVICIO DE ADMINISTRACIÓN TRIBUTARIA,LA ADMINISTRACION DESCONCENTRADA DE AUDITORIA FISCAL DE JALISCO 3 DEL SERVICIO DE ADMINISTRACIÓN TRIBUTARIA,09-05-2024,"SE TIENE POR CONTESTADA LA DEMANDA. SE ADMITEN PRUEBAS. EXHIBE EXPEDIENTE ADMINISTRATIVO. SE TIENE SEÑALANDO DOMICILIO Y DIRECCIÓN DE CORREO ELECTRÓNICO, ASÍ COMO DELEGADOS. SE ORDENA CORRER TRASLADO A LA PARTE ACTORA. SE CONCEDE A LAS PARTES EL TÉRMINO DE LEY PARA FORMULAR ALEGATOS.",SEGUNDA SALA REGIONAL DE OCCIDENTE,FABIOLA MONTES VEGA,JORGE ANTONIO MARTÍNEZ PEREZ,1168/24-07-02-8
8,1168/24-07-02-8,"MONARCA BERRIES, S. DE R.L. DE C.V.",LA ADMINISTRACION DESCONCENTRADA DE AUDITORIA FISCAL DE JALISCO 3 DEL SERVICIO DE ADMINISTRACIÓN TRIBUTARIA,"MONARCA BERRIES, S. DE R.L. DE C.V.",26-02-2024,"SE ADMITE LA DEMANDA EN LA VÍA ORDINARIA, EMPLÁCESE A LA AUTORIDAD DEMANDADA. SE ADMITEN PRUEBAS. SE REQUIERE EXPEDIENTE ADMINISTRATIVO. SE TIENE SEÑALANDO DOMICILIO Y CORREO ELECTRÓNICO LOS SEÑALADOS, ASÍ COMO AUTORIZADOS PARA RECIBIR NOTIFICACIONES EN TÉRMINOS DE LEY. PREVENCIÓN A LAS PARTES PARA EL EJERCICIO DEL DERECHO A OPONERSE A LA PUBLICACIÓN DE DATOS PERSONALES.",SEGUNDA SALA REGIONAL DE OCCIDENTE,FABIOLA MONTES VEGA,JORGE ANTONIO MARTÍNEZ PEREZ,1168/24-07-02-8
9,1168/24-07-02-8,"MONARCA BERRIES, S. DE R.L. DE C.V.",LA ADMINISTRACION DESCONCENTRADA DE AUDITORIA FISCAL DE JALISCO 3 DEL SERVICIO DE ADMINISTRACIÓN TRIBUTARIA,LA ADMINISTRACION DESCONCENTRADA DE AUDITORIA FISCAL DE JALISCO 3 DEL SERVICIO DE ADMINISTRACIÓN TRIBUTARIA,26-02-2024,"SE ADMITE LA DEMANDA EN LA VÍA ORDINARIA, EMPLÁCESE A LA AUTORIDAD DEMANDADA. SE ADMITEN PRUEBAS. SE REQUIERE EXPEDIENTE ADMINISTRATIVO. SE TIENE SEÑALANDO DOMICILIO Y CORREO ELECTRÓNICO LOS SEÑALADOS, ASÍ COMO AUTORIZADOS PARA RECIBIR NOTIFICACIONES EN TÉRMINOS DE LEY. PREVENCIÓN A LAS PARTES PARA EL EJERCICIO DEL DERECHO A OPONERSE A LA PUBLICACIÓN DE DATOS PERSONALES.",SEGUNDA SALA REGIONAL DE OCCIDENTE,FABIOLA MONTES VEGA,JORGE ANTONIO MARTÍNEZ PEREZ,1168/24-07-02-8
1,6315/23-07-01-4,"BERRYNICE, S. DE R.L. DE C.V.","Administradora Desconcentrada de Auditoría Fiscal de Jalisco ""3""","BERRYNICE, S. DE R.L. DE C.V.",15-04-2024,"Se da cuenta con el escrito ingresado en la Oficialía de Partes Común para las Salas Regionales de Occidente del Tribunal Federal de Justicia Administrativa, el 10/4/2024, por el que la parte actora interpone juicio de amparo en contra de la sentencia emitida por esta Sala en el presente juicio. Certifíquese al pie de la demanda de amparo en los términos de ley para la tramitación del juicio de garantías de la promovente; dígase a la C. Actuaria adscrita a esta sala que proceda a correr traslado al Tercer Perjudicado, para que en el término de ley ocurran al Tribunal Colegiado del Tercer Circuito en Materia Administrativa en turno, a defender sus intereses. Ríndase el Informe Justificado que corresponde a esta Sala como autoridad responsable, remítanse los autos al Tribunal de referencia, para la tramitación del Juicio de Amparo.",PRIMERA SALA REGIONAL DE OCCIDENTE,EDGARD APOLONIO SANDOVAL BERBER,GILDARDO TORRES MUNGUIA,6315/23-07-01-4
2,6315/23-07-01-4,"BERRYNICE, S. DE R.L. DE C.V.","Administradora Desconcentrada de Auditoría Fiscal de Jalisco ""3""","BERRYNICE, S. DE R.L. DE C.V.",20-03-2024,"Se da cuenta con la promoción ingresada en la oficialía de partes de este Tribunal el 4/1/2024, a través de la cual la autoridad demanda, exhibe prueba en alcance. En tal virtud, se tiene por recibido el oficio de cuenta, que se manda agregar a sus autos para los efectos legales a que haya lugar y en atención a su contenido, dígase que se tomara en cuenta en el momento procesal oportuno.",PRIMERA SALA REGIONAL DE OCCIDENTE,EDGARD APOLONIO SANDOVAL BERBER,GILDARDO TORRES MUNGUIA,6315/23-07-01-4
3,6315/23-07-01-4,"BERRYNICE, S. DE R.L. DE C.V.","Administradora Desconcentrada de Auditoría Fiscal de Jalisco ""3""","Administración Desconcentrada Jurídica de Jalisco ""3"",",20-03-2024,"I.- Han resultado infundadas las causales de improcedencia y, por ende, de sobreseimiento invocadas por la autoridad demandada, en consecuencia;II.- No procede sobresee el presente juicio. III.- La parte actora no acreditó los extremos de su pretensión, en consecuencia;IV.- Se reconoce la validez de la resolución impugnada, señalada en el Resultando Primero de este fallo. V.- NOTIFÍQUESE.",PRIMERA SALA REGIONAL DE OCCIDENTE,EDGARD APOLONIO SANDOVAL BERBER,GILDARDO TORRES MUNGUIA,6315/23-07-01-4
4,6315/23-07-01-4,"BERRYNICE, S. DE R.L. DE C.V.","Administradora Desconcentrada de Auditoría Fiscal de Jalisco ""3""","Administradora Desconcentrada de Auditoría Fiscal de Jalisco ""3""",20-03-2024,"I.- Han resultado infundadas las causales de improcedencia y, por ende, de sobreseimiento invocadas por la autoridad demandada, en consecuencia;II.- No procede sobresee el presente juicio. III.- La parte actora no acreditó los extremos de su pretensión, en consecuencia;IV.- Se reconoce la validez de la resolución impugnada, señalada en el Resultando Primero de este fallo. V.- NOTIFÍQUESE.",PRIMERA SALA REGIONAL DE OCCIDENTE,EDGARD APOLONIO SANDOVAL BERBER,GILDARDO TORRES MUNGUIA,6315/23-07-01-4
5,6315/23-07-01-4,"BERRYNICE, S. DE R.L. DE C.V.","Administradora Desconcentrada de Auditoría Fiscal de Jalisco ""3""","BERRYNICE, S. DE R.L. DE C.V.",20-03-2024,"I.- Han resultado infundadas las causales de improcedencia y, por ende, de sobreseimiento invocadas por la autoridad demandada, en consecuencia;II.- No procede sobresee el presente juicio. III.- La parte actora no acreditó los extremos de su pretensión, en consecuencia;IV.- Se reconoce la validez de la resolución impugnada, señalada en el Resultando Primero de este fallo. V.- NOTIFÍQUESE.",PRIMERA SALA REGIONAL DE OCCIDENTE,EDGARD APOLONIO SANDOVAL BERBER,GILDARDO TORRES MUNGUIA,6315/23-07-01-4
6,6315/23-07-01-4,"BERRYNICE, S. DE R.L. DE C.V.","Administradora Desconcentrada de Auditoría Fiscal de Jalisco ""3""","Administración Desconcentrada Jurídica de Jalisco ""3"",",20-03-2024,"Se da cuenta con el oficio ingresado en la oficialía de partes común de este Tribunal el 11/1/2024, por el que la parte demandada formula alegatos de conformidad con el artículo 47 de la Ley Federal de Procedimiento Contencioso Administrativo.- Dígase al promovente que sus alegatos serán tomados en cuenta en el momento procesal oportuno",PRIMERA SALA REGIONAL DE OCCIDENTE,EDGARD APOLONIO SANDOVAL BERBER,GILDARDO TORRES MUNGUIA,6315/23-07-01-4
